Time,Displacement,Force
(s),(mm),(N)
"91.09200","19.92788","5.51057"
"91.11200","19.83548","5.42910"
"91.13200","19.74311","5.34826"
"91.15200","19.65077","5.27003"
"91.17200","19.55841","5.19170"
"91.19200","19.46599","5.11338"
"91.21200","19.37351","5.03531"
"91.23200","19.28105","4.95574"
"91.25200","19.18868","4.87987"
"91.27200","19.09634","4.80240"
"91.29200","19.00397","4.72676"
"91.31200","18.91158","4.64825"
"91.33200","18.81917","4.57109"
"91.35200","18.72673","4.49690"
"91.37200","18.63429","4.42145"
"91.39200","18.54186","4.34716"
"91.41200","18.44950","4.27070"
"91.43200","18.35714","4.19488"
"91.45200","18.26476","4.12105"
"91.47200","18.17240","4.04530"
"91.49200","18.08001","3.97360"
"91.51200","17.98759","3.89885"
"91.53200","17.89517","3.82260"
"91.55200","17.80280","3.74899"
"91.57200","17.71041","3.67556"
"91.59200","17.61805","3.60354"
"91.61200","17.52566","3.53009"
"91.63200","17.43320","3.45681"
"91.65200","17.34076","3.38295"
"91.67200","17.24836","3.30947"
"91.69200","17.15595","3.23834"
"91.71200","17.06356","3.16755"
"91.73200","16.97120","3.09422"
"91.75200","16.87883","3.01979"
"91.77200","16.78644","2.94928"
"91.79200","16.69403","2.87769"
"91.81200","16.60157","2.80940"
"91.83200","16.50910","2.73577"
"91.85200","16.41665","2.66452"
"91.87200","16.32425","2.59089"
"91.89200","16.23189","2.52101"
"91.91200","16.13952","2.45115"
"91.93200","16.04710","2.38158"
"91.95200","15.95466","2.30945"
"91.97200","15.86224","2.23920"
"91.99200","15.76983","2.16679"
"92.01200","15.67744","2.09971"
"92.03200","15.58506","2.02972"
"92.05200","15.49268","1.96005"
"92.07200","15.40027","1.88895"
"92.09200","15.30787","1.81809"
"92.11200","15.21551","1.74851"
"92.13200","15.12314","1.68154"
"92.15200","15.03076","1.61259"
"92.17200","14.93835","1.54344"
"92.19200","14.84594","1.47268"
"92.21200","14.75353","1.40463"
"92.23200","14.66115","1.33682"
"92.25200","14.56880","1.26861"
"92.27200","14.47644","1.20413"
"92.29200","14.38406","1.13248"
"92.31200","14.29153","1.06802"
"92.33200","14.19905","1.00094"
"92.35200","14.10666","0.93695"
"92.37200","14.01432","0.87128"
"92.39200","13.92199","0.80434"
"92.41200","13.82966","0.73991"
"92.43200","13.73728","0.67636"
"92.45200","13.64483","0.61463"
"92.47200","13.55234","0.55282"
"92.49200","13.45990","0.49067"
"92.51200","13.36748","0.42749"
"92.53200","13.27509","0.36925"
"92.55200","13.18273","0.31098"
"92.57200","13.09040","0.25415"
"92.59200","12.99803","0.19680"
"92.61200","12.90562","0.14278"
"92.63200","12.81319","0.09035"
"92.65200","12.72075","0.03883"
"92.67200","12.62833","-0.00784"
"92.69200","12.53594","-0.05262"
"92.71200","12.44355","-0.09839"
"92.73200","12.35118","-0.13999"
"92.75200","12.25875","-0.17728"
"92.77200","12.16630","-0.21285"
"92.79200","12.07386","-0.24341"
"92.81200","11.98150","-0.27516"
"92.83200","11.88920","-0.30058"
"92.85200","11.79684","-0.32654"
"92.87200","11.70441","-0.34707"
"92.89200","11.61196","-0.36737"
"92.91200","11.51954","-0.38516"
"92.93200","11.42712","-0.40280"
"92.95200","11.33470","-0.41627"
"92.97200","11.24224","-0.43042"
"92.99200","11.14980","-0.43878"
"93.01200","11.05744","-0.45298"
"93.03200","10.96508","-0.46096"
"93.05200","10.87266","-0.47166"
"93.07200","10.78026","-0.47921"
"93.09200","10.68789","-0.48630"
"93.11200","10.59546","-0.49123"
"93.13200","10.50305","-0.49950"
"93.15200","10.41068","-0.50576"
"93.17200","10.31830","-0.51368"
"93.19200","10.22590","-0.51749"
"93.21200","10.13354","-0.52049"
"93.23200","10.04120","-0.52588"
"93.25200","9.94882","-0.53008"
"93.27200","9.85637","-0.53504"
"93.29200","9.76390","-0.53739"
"93.31200","9.67146","-0.54060"
"93.33200","9.57908","-0.54438"
"93.35200","9.48670","-0.54902"
"93.37200","9.39433","-0.55222"
"93.39200","9.30193","-0.55417"
"93.41200","9.20952","-0.55671"
"93.43200","9.11713","-0.55989"
"93.45200","9.02472","-0.56118"
"93.47200","8.93226","-0.56286"
"93.49200","8.83988","-0.56774"
"93.51200","8.74752","-0.56936"
"93.53200","8.65517","-0.57234"
"93.55200","8.56281","-0.57320"
"93.57200","8.47045","-0.57683"
"93.59200","8.37803","-0.57939"
"93.61200","8.28554","-0.57948"
"93.63200","8.19305","-0.58144"
"93.65200","8.10066","-0.58399"
"93.67200","8.00836","-0.58657"
"93.69200","7.91603","-0.58995"
"93.71200","7.82364","-0.59004"
"93.73200","7.73123","-0.59287"
"93.75200","7.63881","-0.59124"
"93.77200","7.54637","-0.59603"
"93.79200","7.45397","-0.59974"
"93.81200","7.36158","-0.60060"
"93.83200","7.26919","-0.60339"
"93.85200","7.17679","-0.60297"
"93.87200","7.08441","-0.60693"
"93.89200","6.99202","-0.60898"
"93.91200","6.89962","-0.61154"
"93.93200","6.80720","-0.61023"
"93.95200","6.71481","-0.61460"
"93.97200","6.62236","-0.61254"
"93.99200","6.52992","-0.61938"
"94.01200","6.43751","-0.62037"
"94.03200","6.34512","-0.62372"
"94.05200","6.25274","-0.62454"
"94.07200","6.16035","-0.62544"
"94.09200","6.06793","-0.62735"
"94.11200","5.97548","-0.63007"
"94.13200","5.88302","-0.63290"
"94.15200","5.79060","-0.63477"
"94.17200","5.69825","-0.63621"
"94.19200","5.60591","-0.63891"
"94.21200","5.51356","-0.64060"
"94.23200","5.42120","-0.64422"
"94.25200","5.32878","-0.64631"
"94.27200","5.23636","-0.64592"
"94.29200","5.14392","-0.65010"
"94.31200","5.05149","-0.65173"
"94.33200","4.95913","-0.65397"
"94.35200","4.86679","-0.65713"
"94.37200","4.77442","-0.65718"
"94.39200","4.68199","-0.65869"
"94.41200","4.58953","-0.66223"
"94.43200","4.49703","-0.66430"
"94.45200","4.40461","-0.66754"
"94.47200","4.31233","-0.66853"
"94.49200","4.22008","-0.67072"
"94.51200","4.12771","-0.67325"
"94.53200","4.03524","-0.67450"
"94.55200","3.94277","-0.67900"
"94.57200","3.85033","-0.67992"
"94.59200","3.75790","-0.68137"
"94.61200","3.66548","-0.68346"
"94.63200","3.57307","-0.68555"
"94.65200","3.48069","-0.68981"
"94.67200","3.38832","-0.69043"
"94.69200","3.29596","-0.69409"
"94.71200","3.20354","-0.69389"
"94.73200","3.11112","-0.69544"
"94.75200","3.01868","-0.69877"
"94.77200","2.92626","-0.70113"
"94.79200","2.83390","-0.70425"
"94.81200","2.74155","-0.70398"
"94.83200","2.64920","-0.70578"
"94.85200","2.55684","-0.71037"
"94.87200","2.46444","-0.71138"
"94.89200","2.37199","-0.71342"
"94.91200","2.27953","-0.71407"
"94.93200","2.18708","-0.71719"
"94.95200","2.09464","-0.71828"
"94.97200","2.00228","-0.72283"
"94.99200","1.90997","-0.72408"
"95.01200","1.81762","-0.72654"
"95.03200","1.72523","-0.72694"
"95.05200","1.63280","-0.72874"
"95.07200","1.54034","-0.73253"
"95.09200","1.44791","-0.73412"
"95.11200","1.35550","-0.73539"
"95.13200","1.26312","-0.73595"
"95.15200","1.17073","-0.73927"
"95.17200","1.07831","-0.74101"
"95.19200","0.98590","-0.74354"
"95.21200","0.89349","-0.74567"
"95.23200","0.80104","-0.74649"
"95.25200","0.70861","-0.74549"
"95.27200","0.61624","-0.75196"
"95.29200","0.52388","-0.75303"
"95.31200","0.43147","-0.75607"
"95.33200","0.33911","-0.75506"
"95.35200","0.24680","-0.75704"
"95.37200","0.15440","-0.75893"
"95.39200","0.06193","-0.75559"
"95.40700","-0.00363","-0.64362"
"95.40800","-0.00743","-0.63623"
"95.40900","-0.01112","-0.62982"
"95.42900","-0.05363","-0.51555"
"95.44900","-0.02085","-0.62916"
"95.46900","0.05697","-0.70582"
"95.48900","0.15076","-0.72548"
"95.50900","0.24892","-0.74397"
"95.52900","0.34536","-0.73265"
"95.54900","0.43953","-0.72603"
"95.56900","0.53260","-0.71341"
"95.58900","0.62541","-0.71179"
"95.60900","0.71812","-0.70364"
"95.62900","0.81079","-0.70148"
"95.64900","0.90336","-0.69202"
"95.66900","0.99592","-0.68974"
"95.68900","1.08841","-0.68282"
"95.70900","1.18087","-0.68098"
"95.72900","1.27327","-0.67421"
"95.74900","1.36565","-0.67058"
"95.76900","1.45804","-0.66396"
"95.78900","1.55049","-0.66110"
"95.80900","1.64297","-0.65459"
"95.82900","1.73543","-0.65339"
"95.84900","1.82783","-0.64714"
"95.86900","1.92022","-0.64178"
"95.88900","2.01262","-0.63697"
"95.90900","2.10501","-0.63312"
"95.92900","2.19737","-0.63039"
"95.94900","2.28979","-0.62736"
"95.96900","2.38224","-0.61857"
"95.98900","2.47467","-0.61770"
"96.00900","2.56711","-0.61195"
"96.02900","2.65955","-0.60964"
"96.04900","2.75190","-0.60255"
"96.06900","2.84423","-0.60050"
"96.08900","2.93657","-0.59507"
"96.10900","3.02895","-0.59190"
"96.12900","3.12136","-0.58732"
"96.14900","3.21381","-0.58562"
"96.16900","3.30626","-0.58018"
"96.18900","3.39869","-0.57609"
"96.20900","3.49105","-0.57073"
"96.22900","3.58343","-0.56737"
"96.24900","3.67577","-0.56357"
"96.26900","3.76811","-0.55938"
"96.28900","3.86051","-0.55840"
"96.30900","3.95298","-0.55073"
"96.32900","4.04547","-0.54874"
"96.34900","4.13790","-0.54449"
"96.36900","4.23025","-0.54167"
"96.38900","4.32259","-0.53672"
"96.40900","4.41483","-0.53217"
"96.42900","4.50712","-0.52749"
"96.44900","4.59958","-0.52420"
"96.46900","4.69209","-0.52135"
"96.48900","4.78456","-0.51755"
"96.50900","4.87701","-0.51390"
"96.52900","4.96937","-0.50714"
"96.54900","5.06170","-0.50627"
"96.56900","5.15404","-0.50203"
"96.58900","5.24648","-0.49679"
"96.60900","5.33892","-0.49160"
"96.62900","5.43135","-0.48926"
"96.64900","5.52378","-0.48650"
"96.66900","5.61616","-0.48288"
"96.68900","5.70849","-0.47817"
"96.70900","5.80083","-0.47438"
"96.72900","5.89326","-0.46759"
"96.74900","5.98567","-0.46549"
"96.76900","6.07810","-0.45954"
"96.78900","6.17056","-0.45714"
"96.80900","6.26300","-0.45396"
"96.82900","6.35539","-0.44820"
"96.84900","6.44773","-0.44548"
"96.86900","6.54013","-0.43898"
"96.88900","6.63259","-0.43418"
"96.90900","6.72497","-0.42924"
"96.92900","6.81736","-0.42433"
"96.94900","6.90975","-0.41960"
"96.96900","7.00218","-0.41431"
"96.98900","7.09464","-0.40797"
"97.00900","7.18707","-0.40567"
"97.02900","7.27943","-0.39775"
"97.04900","7.37181","-0.39377"
"97.06900","7.46421","-0.38584"
"97.08900","7.55661","-0.38003"
"97.10900","7.64903","-0.37443"
"97.12900","7.74145","-0.36869"
"97.14900","7.83389","-0.36005"
"97.16900","7.92629","-0.35267"
"97.18900","8.01866","-0.34538"
"97.20900","8.11105","-0.33807"
"97.22900","8.20340","-0.32993"
"97.24900","8.29580","-0.32184"
"97.26900","8.38826","-0.31438"
"97.28900","8.48073","-0.30146"
"97.30900","8.57312","-0.29369"
"97.32900","8.66548","-0.28344"
"97.34900","8.75782","-0.27323"
"97.36900","8.85020","-0.26139"
"97.38900","8.94254","-0.24824"
"97.40900","9.03490","-0.23567"
"97.42900","9.12731","-0.22263"
"97.44900","9.21974","-0.20728"
"97.46900","9.31216","-0.19617"
"97.48900","9.40460","-0.17539"
"97.50900","9.49700","-0.15893"
"97.52900","9.58933","-0.13938"
"97.54900","9.68163","-0.11927"
"97.56900","9.77402","-0.09972"
"97.58900","9.86647","-0.07496"
"97.60900","9.95895","-0.05187"
"97.62900","10.05141","-0.02335"
"97.64900","10.14383","0.00469"
"97.66900","10.23618","0.03411"
"97.68900","10.32855","0.07039"
"97.70900","10.42091","0.10645"
"97.72900","10.51326","0.14583"
"97.74900","10.60565","0.18876"
"97.76900","10.69807","0.23281"
"97.78900","10.79049","0.28243"
"97.80900","10.88288","0.33614"
"97.82900","10.97526","0.39338"
"97.84900","11.06766","0.45606"
"97.86900","11.16004","0.51962"
"97.88900","11.25245","0.58985"
"97.90900","11.34488","0.66285"
"97.92900","11.43731","0.73931"
"97.94900","11.52974","0.81809"
"97.96900","11.62218","0.90335"
"97.98900","11.71461","0.98900"
"98.00900","11.80705","1.08012"
"98.02900","11.89944","1.17045"
"98.04900","11.99178","1.26545"
"98.06900","12.08408","1.36226"
"98.08900","12.17646","1.45931"
"98.10900","12.26891","1.55912"
"98.12900","12.36139","1.65934"
"98.14900","12.45384","1.76182"
"98.16900","12.54624","1.86827"
"98.18900","12.63858","1.96856"
"98.20900","12.73092","2.07505"
"98.22900","12.82335","2.17983"
"98.24900","12.91585","2.28866"
"98.26900","13.00830","2.39558"
"98.28900","13.10072","2.50046"
"98.30900","13.19310","2.60981"
"98.32900","13.28541","2.71622"
"98.34900","13.37773","2.82586"
"98.36900","13.47007","2.93329"
"98.38900","13.56248","3.04235"
"98.40900","13.65496","3.15075"
"98.42900","13.74744","3.26045"
"98.44900","13.83980","3.36828"
"98.46900","13.93212","3.47861"
"98.48900","14.02447","3.58551"
"98.50900","14.11678","3.69516"
"98.52900","14.20913","3.80470"
"98.54900","14.30163","3.91215"
"98.56900","14.39410","4.02362"
"98.58900","14.48651","4.13132"
"98.60900","14.57888","4.24114"
"98.62900","14.67130","4.34961"
"98.64900","14.76370","4.45984"
"98.66900","14.85608","4.56780"
"98.68900","14.94847","4.67839"
"98.70900","15.04087","4.78514"
"98.72900","15.13328","4.89638"
"98.74900","15.22571","5.00278"
"98.76900","15.31813","5.11357"
"98.78900","15.41053","5.22185"
"98.80900","15.50292","5.33257"
"98.82900","15.59532","5.44148"
"98.84900","15.68770","5.54774"
"98.86900","15.78006","5.65801"
"98.88900","15.87246","5.76650"
"98.90900","15.96493","5.87694"
"98.92900","16.05741","5.98505"
"98.94900","16.14984","6.09454"
"98.96900","16.24219","6.20242"
"98.98900","16.33454","6.31301"
"99.00900","16.42688","6.42039"
"99.02900","16.51929","6.53212"
"99.04900","16.61174","6.63792"
"99.06900","16.70419","6.74777"
"99.08900","16.79660","6.85721"
"99.10900","16.88898","6.96729"
"99.12900","16.98137","7.07840"
"99.14900","17.07378","7.18600"
"99.16900","17.16619","7.29543"
"99.18900","17.25858","7.40620"
"99.20900","17.35094","7.51406"
"99.22900","17.44334","7.62474"
"99.24900","17.53580","7.73552"
"99.26900","17.62828","7.84514"
"99.28900","17.72068","7.95702"
"99.30900","17.81301","8.06391"
"99.32900","17.90537","8.17642"
"99.34900","17.99778","8.28621"
"99.36900","18.09019","8.39988"
"99.38900","18.18263","8.50835"
"99.40900","18.27504","8.61999"
"99.42900","18.36743","8.72990"
"99.44900","18.45982","8.84351"
"99.46900","18.55220","8.95344"
"99.48900","18.64454","9.06653"
"99.50900","18.73686","9.17650"
"99.52900","18.82920","9.29062"
"99.54900","18.92163","9.40285"
"99.56900","19.01409","9.51570"
"99.58900","19.10649","9.62864"
"99.60900","19.19888","9.74023"
"99.62900","19.29125","9.85404"
"99.64900","19.38367","9.96914"
"99.66900","19.47609","10.08125"
"99.68900","19.56850","10.19745"
"99.70900","19.66089","10.31108"
"99.72900","19.75321","10.42588"
"99.74900","19.84558","10.54099"
"99.76900","19.93806","10.65614"
"99.78900","20.03053","10.77262"
"99.80900","20.12296","10.88941"
"99.82900","20.21533","11.00516"
"99.84900","20.30768","11.12180"
"99.86900","20.40007","11.23746"
"99.88900","20.49255","11.35719"
"99.90900","20.58505","11.47516"
"99.92900","20.67746","11.59305"
"99.94900","20.76980","11.71070"
"99.96900","20.86215","11.82893"
"99.98900","20.95448","11.94876"
"100.00900","21.04684","12.06859"
"100.02900","21.13926","12.18744"
"100.04900","21.23176","12.31024"
"100.06900","21.32426","12.42904"
"100.08900","21.41670","12.55239"
"100.10900","21.50906","12.67450"
"100.12900","21.60141","12.79523"
"100.14900","21.69374","12.91789"
"100.16900","21.78606","13.04047"
"100.18900","21.87847","13.16543"
"100.20900","21.97099","13.28863"
"100.22900","22.06347","13.41246"
"100.24900","22.15585","13.53857"
"100.26900","22.24816","13.66420"
"100.28900","22.34051","13.78959"
"100.30900","22.43289","13.91710"
"100.32900","22.52530","14.04199"
"100.34900","22.61776","14.17200"
"100.36900","22.71022","14.29994"
"100.38900","22.80261","14.42897"
"100.40900","22.89500","14.55691"
"100.42900","22.98737","14.68706"
"100.44900","23.07973","14.81842"
"100.46900","23.17206","14.95235"
"100.48900","23.26444","15.08052"
"100.50900","23.35690","15.21415"
"100.52900","23.44938","15.34603"
"100.54900","23.54183","15.48260"
"100.56900","23.63427","15.61619"
"100.58900","23.72666","15.75086"
"100.60900","23.81900","15.88687"
"100.62900","23.91130","16.02198"
"100.64900","24.00362","16.16130"
"100.66900","24.09601","16.29920"
"100.68900","24.18847","16.43575"
"100.70900","24.28093","16.57635"
"100.72900","24.37335","16.71879"
"100.74900","24.46575","16.85801"
"100.76900","24.55811","17.00290"
"100.78900","24.65046","17.14210"
"100.80900","24.74283","17.28883"
"100.82900","24.83525","17.43312"
"100.84900","24.92769","17.57918"
"100.86900","25.02012","17.72591"
"100.88900","25.11255","17.87243"
"100.90900","25.20497","18.02229"
"100.92900","25.29738","18.17157"
"100.94900","25.38976","18.32093"
"100.96900","25.48212","18.47261"
"100.98900","25.57454","18.62452"
"101.00900","25.66700","18.78028"
"101.02900","25.75943","18.93523"
"101.04900","25.85180","19.08780"
"101.06900","25.94417","19.24672"
"101.08900","26.03653","19.40193"
"101.10900","26.12890","19.56169"
"101.12900","26.22125","19.72343"
"101.14900","26.31366","19.88281"
"101.16900","26.40611","20.04689"
"101.18900","26.49857","20.21108"
"101.20900","26.59102","20.37591"
"101.22900","26.68344","20.54371"
"101.24900","26.77581","20.70883"
"101.26900","26.86820","20.87841"
"101.28900","26.96058","21.04837"
"101.30900","27.05304","21.21998"
"101.32900","27.14551","21.39277"
"101.34900","27.23796","21.56691"
"101.36900","27.33030","21.74418"
"101.38900","27.42259","21.92189"
"101.40900","27.51491","22.10022"
"101.42900","27.60730","22.28037"
"101.44900","27.69969","22.46368"
"101.46900","27.79210","22.64751"
"101.48900","27.88454","22.83532"
"101.50900","27.97696","23.02047"
"101.52900","28.06937","23.21132"
"101.54900","28.16180","23.39998"
"101.56900","28.25422","23.59485"
"101.58900","28.34662","23.78885"
"101.60900","28.43896","23.98411"
"101.62900","28.53130","24.18310"
"101.64900","28.62367","24.38296"
"101.66900","28.71610","24.58621"
"101.68900","28.80847","24.79258"
"101.70900","28.90089","24.99751"
"101.72900","28.99334","25.20738"
"101.74900","29.08575","25.41862"
"101.76900","29.17808","25.63154"
"101.78900","29.27044","25.84924"
"101.80900","29.36285","26.06599"
"101.82900","29.45523","26.28804"
"101.84900","29.54765","26.51251"
"101.86900","29.64014","26.73668"
"101.88900","29.73255","26.96700"
"101.90900","29.82491","27.19897"
"101.92900","29.91723","27.43372"
"101.94900","30.00959","27.67135"
"101.96900","30.10203","27.91005"
"101.98900","30.19452","28.15647"
"102.00900","30.28699","28.40236"
"102.02900","30.37945","28.65283"
"102.04900","30.47183","28.90538"
"102.06900","30.56416","29.15997"
"102.08900","30.65649","29.42072"
"102.10800","30.74422","29.67244"
"102.12700","30.83201","29.92595"
"102.14600","30.91986","30.18553"
"102.16500","31.00773","30.44253"
"102.18400","31.09553","30.70585"
"102.20200","31.17863","30.95844"
"102.22000","31.26176","31.21568"
"102.23800","31.34492","31.47586"
"102.25600","31.42806","31.73973"
"102.27400","31.51121","32.00423"
"102.29100","31.58976","32.26059"
"102.30800","31.66834","32.52206"
"102.32500","31.74689","32.78308"
"102.34100","31.82083","33.03560"
"102.35700","31.89477","33.28996"
"102.37300","31.96868","33.54441"
"102.38900","32.04259","33.80538"
"102.40500","32.11650","34.06975"
"102.42000","32.18580","34.32171"
"102.43500","32.25511","34.57794"
"102.45000","32.32442","34.83644"
"102.46500","32.39372","35.09925"
"102.48000","32.46306","35.36329"
"102.49500","32.53240","35.63098"
"102.50900","32.59709","35.88652"
"102.52300","32.66173","36.14386"
"102.53700","32.72635","36.40536"
"102.55100","32.79100","36.67337"
"102.56500","32.85569","36.94049"
"102.57800","32.91576","37.19142"
"102.59100","32.97581","37.44825"
"102.60400","33.03587","37.70723"
"102.61700","33.09592","37.97061"
"102.63000","33.15599","38.23568"
"102.64200","33.21146","38.48703"
"102.65400","33.26693","38.73915"
"102.66600","33.32240","38.99351"
"102.67800","33.37786","39.25135"
"102.69000","33.43329","39.51125"
"102.70200","33.48868","39.77458"
"102.71400","33.54406","40.04230"
"102.72600","33.59945","40.31366"
"102.73700","33.65021","40.56560"
"102.74800","33.70098","40.82133"
"102.75900","33.75179","41.08204"
"102.77000","33.80260","41.34488"
"102.78100","33.85343","41.60835"
"102.79200","33.90427","41.87707"
"102.80300","33.95514","42.15095"
"102.81300","34.00138","42.40144"
"102.82300","34.04760","42.65320"
"102.83300","34.09381","42.90812"
"102.84300","34.14001","43.16728"
"102.85300","34.18618","43.43006"
"102.86300","34.23235","43.69557"
"102.87300","34.27853","43.96257"
"102.88300","34.32472","44.23391"
"102.89300","34.37090","44.50850"
"102.90300","34.41707","44.78526"
"102.91200","34.45863","45.03837"
"102.92100","34.50021","45.29324"
"102.93000","34.54181","45.55136"
"102.93900","34.58342","45.81094"
"102.94800","34.62503","46.07534"
"102.95700","34.66666","46.34399"
"102.96600","34.70829","46.61538"
"102.97500","34.74992","46.88894"
"102.98400","34.79153","47.16644"
"102.99300","34.83313","47.44654"
"103.00100","34.87010","47.69792"
"103.00900","34.90706","47.95199"
"103.01700","34.94401","48.20810"
"103.02500","34.98095","48.46648"
"103.03300","35.01786","48.72595"
"103.04100","35.05476","48.98806"
"103.04900","35.09168","49.25348"
"103.05700","35.12860","49.52359"
"103.06500","35.16552","49.79648"
"103.07300","35.20246","50.07053"
"103.08100","35.23941","50.34687"
"103.08900","35.27637","50.62605"
"103.09700","35.31336","50.91072"
"103.10400","35.34573","51.16294"
"103.11100","35.37811","51.41705"
"103.11800","35.41048","51.67175"
"103.12500","35.44286","51.92680"
"103.13200","35.47522","52.18512"
"103.13900","35.50757","52.44763"
"103.14600","35.53992","52.71217"
"103.15300","35.57227","52.97678"
"103.16000","35.60460","53.24366"
"103.16700","35.63692","53.51482"
"103.17400","35.66925","53.78781"
"103.18100","35.70157","54.06239"
"103.18800","35.73389","54.33937"
"103.19500","35.76622","54.61845"
"103.20200","35.79856","54.89981"
"103.20900","35.83090","55.18336"
"103.21600","35.86324","55.46895"
"103.22300","35.89558","55.75798"
"103.22900","35.92331","56.00824"
"103.23600","35.95564","56.29957"
"103.24200","35.98336","56.55043"
"103.24800","36.01107","56.80560"
"103.25400","36.03878","57.06202"
"103.26000","36.06649","57.32145"
"103.26600","36.09421","57.58456"
"103.27200","36.12194","57.84672"
"103.27800","36.14967","58.11029"
"103.28400","36.17741","58.37576"
"103.29000","36.20515","58.64288"
"103.29600","36.23289","58.91254"
"103.30200","36.26063","59.18528"
"103.30800","36.28836","59.45881"
"103.31400","36.31609","59.73355"
"103.32000","36.34381","60.00909"
"103.32600","36.37153","60.28578"
"103.33200","36.39925","60.56336"
"103.33800","36.42696","60.84220"
"103.34400","36.45467","61.12236"
"103.35000","36.48238","61.40423"
"103.35600","36.51011","61.68811"
"103.36200","36.53783","61.97295"
"103.36800","36.56555","62.25921"
"103.37400","36.59327","62.54697"
"103.38000","36.62099","62.83583"
"103.38600","36.64870","63.12511"
"103.39200","36.67641","63.41621"
"103.39800","36.70412","63.70882"
"103.40400","36.73184","64.00195"
"103.41000","36.75957","64.29645"
"103.41600","36.78730","64.59245"
"103.42200","36.81503","64.88771"
"103.42800","36.84276","65.18327"
"103.43400","36.87049","65.47971"
"103.44000","36.89817","65.76244"
"103.44700","36.92965","66.04138"
"103.45200","36.95046","66.19888"
"103.45300","36.95435","66.22688"
"103.45400","36.95813","66.25388"
"103.47400","37.00288","66.28712"
"103.48200","36.99926","65.99508"
"103.48700","36.99037","65.74045"
"103.49200","36.97744","65.42647"
"103.49600","36.96487","65.13947"
"103.50000","36.95079","64.82815"
"103.50400","36.93550","64.49850"
"103.50700","36.92339","64.24095"
"103.51000","36.91082","63.97796"
"103.51300","36.89784","63.70948"
"103.51600","36.88451","63.43708"
"103.51900","36.87088","63.16368"
"103.52200","36.85697","62.88805"
"103.52500","36.84284","62.61344"
"103.52800","36.82852","62.33939"
"103.53100","36.81405","62.06726"
"103.53400","36.79947","61.79603"
"103.53700","36.78481","61.52896"
"103.54000","36.77010","61.26264"
"103.54300","36.75536","60.99908"
"103.54600","36.74062","60.73707"
"103.54900","36.72589","60.47663"
"103.55200","36.71120","60.21795"
"103.55500","36.69656","59.96205"
"103.55800","36.68197","59.70811"
"103.56100","36.66743","59.45792"
"103.56500","36.64816","59.13004"
"103.56900","36.62898","58.80820"
"103.57300","36.60991","58.49363"
"103.57700","36.59094","58.18415"
"103.58100","36.57205","57.88043"
"103.58500","36.55323","57.57903"
"103.58900","36.53447","57.28155"
"103.59300","36.51577","56.98558"
"103.59700","36.49710","56.69389"
"103.60100","36.47847","56.40522"
"103.60500","36.45986","56.12135"
"103.60900","36.44127","55.84182"
"103.61300","36.42270","55.56579"
"103.61700","36.40414","55.29402"
"103.62100","36.38558","55.02386"
"103.62500","36.36703","54.75705"
"103.62900","36.34850","54.49151"
"103.63300","36.32996","54.22610"
"103.63700","36.31142","53.96301"
"103.64100","36.29289","53.70200"
"103.64500","36.27436","53.44429"
"103.64900","36.25583","53.18971"
"103.65300","36.23730","52.93846"
"103.65800","36.21413","52.62840"
"103.66300","36.19098","52.32155"
"103.66800","36.16783","52.01676"
"103.67300","36.14468","51.71367"
"103.67800","36.12153","51.41251"
"103.68300","36.09838","51.11537"
"103.68800","36.07523","50.82117"
"103.69300","36.05208","50.53377"
"103.69800","36.02893","50.24839"
"103.70300","36.00578","49.96687"
"103.70800","35.98264","49.68773"
"103.71300","35.95950","49.41143"
"103.71800","35.93636","49.13649"
"103.72300","35.91323","48.86591"
"103.72800","35.89011","48.59810"
"103.73300","35.86699","48.33548"
"103.73800","35.84388","48.07425"
"103.74300","35.82076","47.81625"
"103.74800","35.79766","47.55999"
"103.75300","35.77455","47.30560"
"103.75800","35.75145","47.05299"
"103.76300","35.72835","46.80209"
"103.76900","35.70064","46.50684"
"103.77500","35.67293","46.21545"
"103.78100","35.64523","45.92714"
"103.78700","35.61752","45.64129"
"103.79300","35.58981","45.35624"
"103.79900","35.56210","45.07452"
"103.80500","35.53438","44.79574"
"103.81100","35.50665","44.52147"
"103.81700","35.47893","44.25274"
"103.82300","35.45119","43.98660"
"103.82900","35.42346","43.72255"
"103.83500","35.39572","43.46170"
"103.84100","35.36797","43.20251"
"103.84700","35.34022","42.94683"
"103.85300","35.31246","42.69551"
"103.86000","35.28008","42.40610"
"103.86700","35.24770","42.12041"
"103.87400","35.21533","41.83833"
"103.88100","35.18298","41.55982"
"103.88800","35.15063","41.28403"
"103.89500","35.11831","41.01103"
"103.90200","35.08599","40.74110"
"103.90900","35.05369","40.47540"
"103.91600","35.02139","40.21366"
"103.92300","34.98909","39.95525"
"103.93000","34.95679","39.69903"
"103.93700","34.92451","39.44699"
"103.94500","34.88760","39.16234"
"103.95300","34.85068","38.88110"
"103.96100","34.81374","38.60350"
"103.96900","34.77677","38.33093"
"103.97700","34.73978","38.06092"
"103.98500","34.70278","37.79443"
"103.99300","34.66577","37.53127"
"104.00100","34.62876","37.27130"
"104.00900","34.59176","37.01365"
"104.01700","34.55477","36.76105"
"104.02600","34.51317","36.48101"
"104.03500","34.47158","36.20733"
"104.04400","34.42998","35.93701"
"104.05300","34.38839","35.66915"
"104.06200","34.34682","35.40540"
"104.07100","34.30525","35.14637"
